,original unit id,Wilcoxon Stat,p value,event1 vs event2,Recording,Subject,Event,putative
661,76,69.0,0.49507904052734375,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
662,0,,,,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,3-4,10s lose vs 10s baseline,n/a
663,0,,,,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s lose vs 10s baseline,n/a
664,68,90.0,0.8595733642578125,not significant,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,5-2,10s lose vs 10s baseline,pyramidal
665,32,73.0,0.3954620361328125,not significant,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,5-2,10s lose vs 10s baseline,pyramidal
666,72,77.0,0.48996734619140625,not significant,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,5-2,10s lose vs 10s baseline,pyramidal
667,52,76.0,0.7018814086914062,not significant,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,5-2,10s lose vs 10s baseline,pyramidal
668,69,31.0,0.05767822265625,not significant,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,5-2,10s lose vs 10s baseline,pyramidal
669,81,59.0,0.4306793212890625,not significant,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
670,88,67.0,0.677703857421875,not significant,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
671,80,20.0,0.0055694580078125,increases,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
672,8,17.0,0.5703125,not significant,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
673,4,25.0,0.0128631591796875,increases,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,interneuron
674,12,56.0,0.352874755859375,not significant,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
675,32,72.0,0.8536376953125,not significant,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
676,37,24.0,0.021392822265625,increases,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
677,62,56.5,0.890380859375,not significant,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
678,49,71.5,0.8536376953125,not significant,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,interneuron
679,25,40.5,0.0983734130859375,not significant,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
680,24,54.0,0.3060455322265625,not significant,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
681,0,,,,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,3-4,10s lose vs 10s baseline,n/a
682,42,20.0,0.4921875,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline,interneuron
683,27,22.5,0.6953125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
684,54,11.0,0.10546875,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
685,18,22.0,0.625,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
686,0,24.5,0.845703125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
687,49,25.0,0.845703125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
688,81,23.0,0.6953125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
689,75,7.0,0.1484375,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
690,68,15.5,0.49609375,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
691,4,19.0,0.431640625,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
692,24,24.0,0.76953125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline,interneuron
