,original unit id,Wilcoxon Stat,p value,event1 vs event2,Recording,Subject,Event
363,37,78.0,0.7660293579101562,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
364,84,12.5,0.00067138671875,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
365,76,49.0,0.11870574951171875,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
366,24,33.0,0.02081298828125,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
367,16,40.0,0.088653564453125,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
368,13,72.0,0.5798416137695312,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
369,47,53.5,0.18146514892578125,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
370,82,8.0,0.0003814697265625,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
371,46,69.0,0.49507904052734375,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
372,26,64.5,0.6112213134765625,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
373,86,41.0,0.17535400390625,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
374,89,30.0,0.0138702392578125,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
375,15,78.5,0.7987060546875,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
376,74,79.0,0.7987060546875,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
377,22,1.5,9.1552734375e-05,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
378,87,10.0,0.00032806396484375,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
379,9,92.0,0.6476554870605469,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
380,24,79.5,0.5677604675292969,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
381,76,92.0,0.6476554870605469,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
382,10,67.5,0.2934989929199219,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
383,94,102.5,0.956329345703125,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
384,87,87.5,0.5458755493164062,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
385,1,84.0,0.4523754119873047,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
386,15,57.0,0.22875213623046875,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
387,97,61.5,0.51708984375,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
388,39,78.5,0.5412178039550781,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
389,2,18.5,0.431640625,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
390,11,27.0,1.0,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
391,77,34.0,0.267578125,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
392,0,,,,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,10s lose vs 10s baseline
393,0,,,,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,10s lose vs 10s baseline
394,5,80.0,0.36827659606933594,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
395,91,100.0,0.8694877624511719,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
396,41,40.0,0.27685546875,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
397,25,5.0,1.9073486328125e-05,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
398,80,46.0,0.026641845703125,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
399,73,17.5,0.00384521484375,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
400,62,52.5,0.2841644287109375,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
401,17,27.0,0.00896453857421875,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
402,19,77.0,0.48996734619140625,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
403,70,58.0,0.14468765258789062,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
404,10,68.5,0.312408447265625,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
405,35,72.5,0.6094589233398438,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
406,0,70.0,0.3320655822753906,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
407,20,103.5,0.9854354858398438,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
408,84,76.5,0.48996734619140625,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
409,61,91.5,0.9217147827148438,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
410,52,94.0,0.7011814117431641,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
411,54,74.5,0.6705245971679688,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
412,0,,,,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,10s lose vs 10s baseline
413,52,18.0,0.00762939453125,increases,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
414,60,16.0,0.01025390625,increases,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
415,77,48.5,0.348388671875,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
416,105,42.5,0.21142578125,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
417,9,57.0,0.890380859375,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
418,0,57.5,0.632171630859375,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
419,99,22.5,0.03533935546875,increases,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
420,53,59.5,0.705718994140625,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
421,85,51.5,0.67877197265625,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
422,16,48.0,0.322509765625,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
423,39,49.0,0.348388671875,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
424,17,46.0,0.274444580078125,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
425,15,52.5,0.7197265625,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
426,27,40.0,0.27685546875,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
427,11,5.0,0.001220703125,increases,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
428,18,16.0,0.84375,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline
429,9,15.0,0.7421875,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline
430,20,17.0,0.9453125,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline
431,154,17.0,0.9453125,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline
432,123,9.0,0.25,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline
433,115,11.0,0.3828125,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline
434,117,7.5,0.6875,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline
435,150,11.0,0.3828125,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline
436,13,9.0,0.46875,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline
437,190,14.0,1.0,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline
438,124,34.0,0.7333984375,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline
439,148,3.0,0.0048828125,increases,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline
440,45,17.5,0.10986328125,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline
441,146,33.0,1.0,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline
442,109,20.0,0.2783203125,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline
443,60,19.0,0.431640625,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline
444,67,36.0,0.85009765625,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline
445,9,51.5,0.433197021484375,not significant,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,4-2,10s lose vs 10s baseline
446,56,47.5,0.190093994140625,not significant,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,4-2,10s lose vs 10s baseline
447,42,54.0,0.104156494140625,not significant,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,4-2,10s lose vs 10s baseline
448,33,42.0,0.19281005859375,not significant,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,4-2,10s lose vs 10s baseline
449,0,,,,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s lose vs 10s baseline
450,15,101.0,0.8983173370361328,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline
451,3,27.5,0.243896484375,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline
452,101,86.0,0.49800872802734375,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline
453,47,96.0,0.7561664581298828,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline
454,89,60.0,0.09730720520019531,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline
455,72,69.0,0.312408447265625,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline
456,103,93.5,0.9843215942382812,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline
457,18,69.0,0.7466583251953125,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline
458,60,81.0,0.8650436401367188,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline
459,76,69.0,0.49507904052734375,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline
460,0,,,,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,3-4,10s lose vs 10s baseline
461,0,,,,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s lose vs 10s baseline
462,68,90.0,0.8595733642578125,not significant,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,5-2,10s lose vs 10s baseline
463,32,73.0,0.3954620361328125,not significant,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,5-2,10s lose vs 10s baseline
464,72,77.0,0.48996734619140625,not significant,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,5-2,10s lose vs 10s baseline
465,52,76.0,0.7018814086914062,not significant,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,5-2,10s lose vs 10s baseline
466,69,31.0,0.05767822265625,not significant,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,5-2,10s lose vs 10s baseline
467,0,,,,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,3-4,10s lose vs 10s baseline
468,42,20.0,0.4921875,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline
469,27,22.5,0.6953125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline
470,54,11.0,0.10546875,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline
471,18,22.0,0.625,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline
472,0,24.5,0.845703125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline
473,49,25.0,0.845703125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline
474,81,23.0,0.6953125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline
475,75,7.0,0.1484375,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline
476,68,15.5,0.49609375,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline
477,4,19.0,0.431640625,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline
478,24,24.0,0.76953125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s lose vs 10s baseline
